column_1,column_2,column_3
-1,0,-1
-1,0,1
0,0,-1
1,0,-1
-1,-1,1
0,-1,-1
1,0,0
1,0,0
1,1,-1
0,0,1
0,0,0
1,1,1
1,1,1
1,0,0
0,0,-1
0,0,0
1,0,1
-1,0,1
0,0,-1
1,-1,0
1,-1,-1
0,-1,-1
-1,0,-1
1,0,-1
1,0,-1
0,-1,0
0,0,0
1,0,0
1,1,1
0,1,0
0,0,0
-1,0,1
-1,0,-1
0,-1,0
-1,0,0
-1,1,-1
1,-1,-1
0,0,0
1,0,0
0,0,0
0,0,1
0,1,-1
-1,1,0
1,0,0
1,-1,0
1,-1,1
0,0,1
0,0,1
-1,1,0
-1,0,0
-1,1,0
0,1,0
0,-1,1
0,0,0
0,-1,0
0,-1,0
0,1,0
1,1,0
1,0,-1
-1,-1,0
-1,0,0
1,0,-1
1,-1,0
0,-1,1
0,0,-1
0,0,0
0,0,-1
0,0,0
-1,-1,0
0,-1,1
1,0,0
0,0,0
-1,-1,0
1,-1,1
-1,1,1
0,-1,1
0,0,0
-1,-1,1
0,1,0
-1,0,-1
-1,-1,1
1,0,1
0,-1,-1
1,-1,0
0,0,0
1,0,1
0,0,0
1,0,1
1,-1,0
0,0,0
-1,1,-1
0,1,0
0,1,0
0,0,-1
0,1,0
1,-1,0
-1,0,0
0,0,0
0,0,-1
0,0,0
0,0,1
1,1,0
0,0,0
-1,-1,1
0,0,1
0,0,-1
-1,0,0
0,0,-1
0,0,0
1,0,-1
-1,0,0
0,-1,1
0,0,0
1,-1,0
0,0,-1
1,0,0
0,-1,-1
0,1,1
0,-1,0
-1,0,1
0,0,-1
0,0,0
-1,0,0
-1,-1,1
0,0,1
0,0,-1
1,0,-1
1,-1,0
-1,0,1
0,1,-1
1,1,1
0,1,0
-1,0,1
-1,0,-1
0,0,-1
0,0,0
1,0,0
0,1,0
0,0,1
0,-1,0
0,1,0
0,1,0
0,0,0
0,0,0
0,-1,-1
1,0,0
-1,0,-1
0,1,0
0,1,1
1,-1,-1
-1,1,0
0,0,0
-1,0,-1
0,1,0
0,1,1
1,0,-1
-1,-1,1
0,1,1
0,0,1
0,-1,1
1,0,1
0,-1,0
-1,-1,-1
-1,0,0
-1,0,1
1,0,0
0,0,0
0,-1,0
0,-1,-1
1,0,0
0,0,0
1,0,0
0,1,1
1,0,1
1,0,1
-1,0,-1
-1,1,1
0,1,0
-1,1,1
1,0,1
-1,0,1
-1,1,1
-1,1,0
1,-1,-1
0,-1,-1
0,0,0
0,0,0
1,0,0
1,1,0
1,-1,0
0,0,0
1,0,-1
1,0,1
-1,0,-1
1,-1,0
0,1,-1
-1,1,0
-1,0,0
0,1,-1
0,-1,0
0,1,1
0,0,0
0,-1,1
0,1,0
0,0,1
1,0,0
0,0,0
1,0,1
0,0,0
0,-1,1
0,0,0
-1,-1,1
0,-1,-1
0,0,1
0,0,0
1,1,1
-1,0,1
0,1,0
0,0,1
0,1,-1
0,1,0
-1,0,0
-1,0,-1
1,1,0
0,-1,0
0,1,-1
0,0,0
0,1,0
1,0,0
0,0,0
0,0,0
1,0,1
0,-1,0
0,1,-1
0,0,0
0,0,0
-1,0,1
1,-1,0
0,1,1
1,0,-1
-1,1,1
0,-1,0
1,1,0
-1,0,0
0,-1,0
-1,1,-1
-1,0,-1
0,-1,0
1,0,-1
1,0,0
-1,0,0
0,0,0
0,0,0
0,0,0
1,0,0
-1,-1,1
1,1,-1
0,-1,1
-1,-1,0
-1,1,-1
-1,0,-1
0,-1,1
-1,0,1
0,0,0
1,0,0
1,1,1
0,0,0
0,1,0
0,0,-1
1,1,-1
0,1,-1
1,0,0
0,1,-1
1,0,-1
0,0,0
0,0,0
1,1,0
-1,1,0
0,1,0
-1,0,0
0,1,0
0,-1,-1
1,-1,1
0,0,-1
0,0,-1
0,0,0
1,-1,0
0,-1,1
0,0,0
0,1,0
0,-1,0
-1,0,0
0,0,0
0,0,0
0,1,0
-1,0,0
0,0,1
1,0,-1
-1,0,0
1,-1,1
-1,0,-1
0,0,-1
0,-1,1
0,0,0
-1,0,-1
0,1,0
0,0,-1
-1,0,1
0,-1,0
1,0,0
0,0,0
0,0,0
1,0,1
0,1,1
1,1,0
-1,0,0
-1,0,1
1,1,-1
0,0,0
1,1,0
-1,0,0
0,1,-1
1,0,-1
1,0,1
-1,-1,0
0,-1,0
1,0,1
1,-1,-1
0,-1,0
1,0,-1
0,0,0
0,0,0
0,-1,1
-1,0,-1
1,0,-1
0,0,1
0,0,0
0,0,0
1,-1,-1
0,0,0
-1,0,-1
1,0,1
-1,-1,0
0,0,0
-1,0,1
-1,0,1
0,-1,0
0,-1,0
0,-1,0
1,0,0
1,1,0
0,0,-1
0,0,0
0,0,-1
0,-1,1
0,-1,0
-1,0,0
0,-1,1
1,-1,1
-1,0,-1
-1,0,1
0,0,-1
1,-1,-1
1,0,-1
-1,1,-1
0,-1,0
-1,1,1
1,-1,0
0,0,0
0,0,1
0,-1,0
0,0,-1
1,0,-1
1,1,1
-1,0,0
0,0,0
0,0,-1
0,0,0
0,0,1
1,-1,0
0,0,1
0,0,-1
1,0,0
0,-1,0
0,1,0
0,-1,-1
-1,0,1
0,0,-1
-1,-1,0
1,0,0
-1,1,1
0,1,1
0,0,-1
-1,0,0
0,0,1
0,1,1
0,0,1
-1,-1,0
1,0,-1
0,0,-1
0,0,0
0,-1,0
1,-1,0
0,0,0
0,1,0
1,-1,-1
0,-1,1
0,0,0
1,0,-1
0,0,1
0,0,-1
-1,-1,0
1,0,1
0,0,0
-1,0,-1
-1,0,0
1,0,-1
0,-1,0
1,-1,-1
0,0,1
0,0,0
-1,0,1
-1,0,1
0,0,0
-1,1,0
-1,0,0
1,0,0
1,1,0
0,0,-1
0,-1,0
0,0,-1
0,0,0
0,0,-1
-1,1,0
-1,-1,1
0,1,0
-1,0,-1
0,0,1
1,0,0
0,0,0
0,0,0
0,1,0
-1,-1,-1
0,0,0
0,-1,-1
-1,0,0
0,0,0
0,1,0
0,0,0
0,0,-1
1,1,-1
1,0,0
-1,-1,0
1,0,1
-1,0,-1
-1,0,0
0,0,0
0,1,0
-1,0,1
0,0,-1
-1,0,0
0,-1,-1
0,0,-1
-1,0,0
0,1,0
-1,-1,1
0,0,0
-1,1,0
1,1,0
-1,0,1
0,1,-1
0,0,0
1,0,-1
1,-1,-1
1,0,1
0,0,0
1,1,0
1,0,1
1,1,0
1,1,0
1,0,1
0,0,-1
1,0,0
0,-1,0
-1,0,0
0,0,0
0,0,0
1,0,1
-1,-1,0
-1,1,1
0,0,0
1,1,-1
1,0,1
-1,0,0
1,1,-1
-1,0,0
-1,1,0
0,1,0
-1,0,0
0,0,0
1,1,1
0,0,0
0,-1,-1
-1,0,-1
-1,-1,-1
0,1,1
1,0,0
1,-1,1
1,1,-1
0,0,-1
-1,-1,-1
0,1,1
0,0,-1
-1,-1,0
0,0,-1
1,0,-1
1,0,1
0,-1,1
1,-1,0
1,0,0
1,0,1
0,-1,0
0,1,1
0,-1,-1
0,-1,0
0,0,1
1,1,0
1,0,-1
-1,1,-1
0,1,1
1,-1,0
0,0,0
1,1,1
0,0,0
0,0,0
0,-1,-1
1,0,1
-1,1,1
0,0,1
0,1,0
-1,-1,-1
-1,1,-1
0,0,1
-1,0,-1
1,1,1
-1,0,-1
0,0,-1
0,-1,0
0,0,0
0,1,0
-1,1,1
0,-1,0
0,0,0
-1,0,0
0,-1,0
-1,-1,-1
1,-1,0
0,1,-1
0,0,1
1,-1,-1
-1,-1,0
1,1,-1
1,0,0
0,-1,1
-1,-1,-1
-1,0,0
0,-1,1
-1,-1,0
-1,0,1
-1,0,0
0,0,1
1,-1,0
0,0,1
-1,-1,1
-1,0,1
0,0,1
-1,-1,-1
1,0,-1
0,1,1
0,1,-1
0,-1,-1
-1,0,1
-1,0,1
0,-1,-1
0,0,-1
0,1,-1
0,0,1
0,0,-1
1,-1,0
0,-1,0
0,-1,0
0,-1,0
1,1,1
0,0,0
-1,1,0
1,-1,-1
0,1,-1
0,-1,0
0,0,1
0,1,0
0,1,0
1,0,-1
0,-1,0
1,1,-1
-1,0,1
0,0,0
1,-1,1
-1,1,0
0,-1,0
-1,-1,0
-1,0,1
0,1,-1
0,-1,0
0,0,-1
0,0,-1
0,0,1
0,0,0
0,1,0
1,0,0
0,1,1
0,0,-1
0,-1,-1
0,-1,0
-1,-1,1
0,-1,0
1,0,0
-1,1,1
0,0,-1
0,1,-1
0,1,0
0,0,1
0,-1,1
0,0,0
0,0,0
0,1,1
1,1,1
-1,0,1
0,1,-1
0,-1,0
0,-1,-1
0,0,0
0,1,1
-1,-1,-1
0,-1,-1
-1,0,0
1,-1,-1
-1,1,1
0,0,0
0,0,1
0,-1,0
1,0,0
1,0,0
-1,1,1
1,1,0
1,0,0
0,0,0
1,0,1
1,-1,1
1,0,-1
0,0,-1
-1,-1,-1
0,-1,0
0,1,0
0,1,0
-1,-1,0
-1,0,-1
0,1,-1
0,0,0
0,0,-1
-1,0,0
0,0,-1
0,0,0
1,-1,1
1,1,0
1,0,-1
1,1,0
0,-1,0
0,0,0
1,-1,0
0,1,1
0,0,0
-1,0,0
0,0,-1
0,0,1
1,0,-1
0,0,0
0,0,0
0,0,1
0,0,-1
1,0,0
-1,1,0
1,0,-1
1,-1,-1
0,1,-1
0,0,-1
0,0,0
1,0,-1
1,0,0
-1,0,0
1,0,1
0,-1,-1
0,-1,0
0,0,0
1,-1,1
0,1,1
1,0,0
0,0,1
1,0,0
0,0,0
-1,1,0
0,0,-1
-1,0,-1
0,1,0
1,0,0
0,1,0
0,0,1
0,1,0
1,-1,-1
0,1,0
-1,-1,-1
-1,1,1
-1,0,0
0,0,1
0,0,-1
1,1,1
-1,1,0
0,0,1
-1,0,1
1,1,0
1,-1,1
0,1,-1
0,1,0
1,0,0
0,-1,-1
0,-1,-1
0,0,1
0,-1,0
1,-1,0
1,0,1
1,0,1
0,0,0
1,0,0
1,-1,-1
1,0,1
1,1,0
-1,-1,0
-1,0,0
-1,0,-1
0,0,-1
0,1,0
1,0,0
1,-1,0
0,0,0
1,0,0
-1,0,0
0,1,0
1,-1,0
0,0,0
0,0,-1
0,0,-1
1,0,-1
0,0,-1
-1,0,0
-1,1,0
0,0,1
0,-1,0
0,-1,1
0,0,1
0,0,-1
1,0,0
-1,1,0
0,1,0
0,1,-1
1,0,1
0,1,1
0,1,-1
1,1,0
-1,1,0
1,0,0
1,0,1
0,1,0
-1,1,-1
0,0,-1
0,1,0
0,1,1
0,0,-1
0,0,0
-1,0,0
-1,1,-1
0,-1,1
0,1,0
1,1,-1
0,1,0
0,0,-1
1,-1,-1
1,-1,-1
-1,0,0
0,0,-1
-1,0,0
-1,0,-1
0,-1,0
-1,-1,1
1,1,1
0,-1,0
-1,-1,0
0,0,1
-1,0,0
0,0,0
0,0,1
-1,0,-1
0,0,0
0,1,-1
0,-1,0
-1,0,1
-1,0,-1
0,-1,0
-1,0,0
0,1,0
0,-1,0
-1,-1,-1
-1,1,0
-1,1,1
1,-1,0
1,-1,0
0,1,0
0,-1,1
0,-1,0
0,1,-1
1,0,0
0,0,-1
-1,0,-1
-1,1,0
-1,-1,-1
-1,0,0
-1,-1,-1
-1,0,1
0,1,0
0,0,1
0,1,1
0,1,0
1,-1,0
0,1,1
-1,1,0
1,0,0
1,1,0
